,timestamp,sex,age,first language,Ptáci [Kur domácí (slepice)],Ptáci [Vrána],Ptáci [Holubice],Ptáci [Kachna],Ptáci [Plameňák],Ptáci [Racek],Ptáci [Jestřáb],Ptáci [Kiwi],Ptáci [Skřivan],Ptáci [Pštros],Ptáci [Andulka],Ptáci [Tučňák],Ptáci [Bažant],Ptáci [Nandu],Ptáci [Zoboun],Ptáci [Chaluha],Ptáci [Vrabec],Ptáci [Labuť],Ptáci [Sup],Ptáci [Střízlík],Savci [Hrabáč],Savci [Antilopa],Savci [Medvěd],Savci [Kanec],Savci [Buvol],Savci [Tur domácí (kráva)],Savci [Morče],Savci [Gepard],Savci [Jelen],Savci [Delfín],Savci [Slon],Savci [Kaloň],Savci [Žirafa],Savci [Koza],Savci [Gorila],Savci [Křeček],Savci [Zajíc],Savci [Leopard],Savci [Lev],Savci [Rys],Savci [Norek],Savci [Krtek],Savci [Mangusta],Savci [Vačice],Savci [Přímorožec],Savci [Ptakopysk],Savci [Tchoř],Savci [Poník],Savci [Sviňucha],Savci [Puma],Savci [Kočka],Savci [Mýval],Savci [Sob],Savci [Tuleň],Savci [Lachtan],Savci [Veverka],Savci [Upír],Savci [Hraboš],Savci [Klokan],Savci [Vlk],Ryby [Okoun],Ryby [Kapr],Ryby [Sumec],Ryby [Tloušť],Ryby [Ostroun],Ryby [Treska],Ryby [Sleď],Ryby [Štika],Ryby [Piraňa],Ryby [Mořský koník],Ryby [Jazyk],Ryby [Rejnok],Ryby [Tuňák]
158,8.2.2021 17:43:52,man,42,CS,5,5,5,5,1,5,5,1,5,1,5,1,5,1,1,,5,5,1,4,1,1,5,5,1,5,5,1,5,1,1,1,1,5,1,5,5,1,1,5,1,5,1,1,,1,5,5,1,1,5,1,1,1,1,5,1,5,1,5,5,5,5,4,1,5,1,5,1,1,,1,1
159,8.2.2021 17:49:18,woman,25,CS,4,5,5,4,3,5,3,1,5,4,4,2,3,1,1,1,5,4,2,1,1,4,5,3,3,5,3,5,5,5,5,2,4,5,5,3,5,4,5,3,1,2,1,1,1,1,2,5,1,4,5,2,4,4,4,3,1,3,5,5,5,5,5,,1,5,3,5,4,1,,1,5
160,8.2.2021 18:17:58,woman,24,CS,3,5,5,4,1,2,1,1,4,1,5,1,3,1,1,1,5,5,1,3,2,1,4,2,2,4,2,1,4,3,2,1,4,5,3,3,5,3,2,3,2,5,1,3,1,1,3,5,1,3,5,5,2,3,1,4,1,5,1,2,4,5,5,1,3,4,4,5,1,1,1,2,5
161,8.2.2021 18:20:23,woman,19,CS,3,5,5,4,2,5,5,2,5,2,4,4,4,,,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,5,,3,5,5,3,5,5,5,5,5,4,5,1,5,5,5,5,5,5,,,5,5,5,5,3,,5,5
162,8.2.2021 18:47:31,woman,17,CS,3,4,5,4,3,3,3,1,1,5,3,2,2,1,1,1,5,3,3,2,1,2,3,3,4,5,3,2,4,4,4,,4,5,5,4,4,2,2,2,3,3,1,2,1,1,2,5,1,2,5,2,2,1,2,3,5,3,2,3,3,5,5,2,2,5,3,5,4,1,,3,5
163,8.2.2021 20:17:51,man,28,CS,1,3,1,1,4,1,1,4,,1,1,5,1,,,,1,1,3,,1,4,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,4,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,,1,,,,,,,,,,2,
164,8.2.2021 21:12:58,woman,19,CS,4,5,5,5,2,5,4,3,5,1,4,1,4,1,,1,4,4,5,4,,3,4,4,4,4,4,3,4,5,5,,3,4,5,5,3,4,3,3,,3,,2,,1,1,4,,4,5,2,4,1,,4,,4,,4,5,5,5,,,5,1,5,1,1,,,5
165,8.2.2021 21:23:10,woman,22,CS,5,5,5,4,5,5,5,3,4,5,5,3,4,3,1,3,5,5,4,1,2,2,4,2,2,3,2,4,3,5,4,2,3,2,2,1,2,4,5,3,2,1,2,3,2,4,2,4,1,3,5,3,2,3,3,1,1,2,3,3,5,5,5,2,2,5,2,5,5,3,2,4,5
166,8.2.2021 21:39:07,woman,24,SK,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5
167,8.2.2021 21:55:03,woman,23,CS,2,1,1,2,2,1,1,4,1,2,2,4,2,5,5,,1,2,2,5,5,2,2,3,3,3,3,2,3,1,2,,2,3,4,3,3,3,2,2,4,2,5,3,,3,2,2,,3,2,2,3,5,5,3,,3,3,2,2,1,2,,5,2,4,1,3,5,,3,2
168,8.2.2021 22:03:21,woman,27,CS,5,5,4,5,4,4,4,1,4,4,4,3,4,,,,5,4,4,2,,2,5,4,5,2,3,4,4,3,2,,3,5,5,3,4,3,5,5,3,3,,2,,1,3,5,,4,5,3,5,1,1,4,,3,5,4,4,5,5,,,5,4,5,4,3,,4,5
169,8.2.2021 22:18:34,woman,21,CS,4,5,5,5,4,4,5,3,3,3,5,3,2,3,2,,5,4,5,4,,4,5,5,4,5,4,5,5,5,5,,5,5,5,4,5,5,5,5,3,5,,4,,4,4,4,3,5,,5,5,4,4,4,2,4,4,5,5,5,5,,,5,4,5,4,3,,4,4
170,9.2.2021 8:01:19,woman,25,CS,5,5,5,5,3,5,3,1,3,5,4,2,4,,,,5,5,4,3,,3,5,4,2,5,4,3,3,5,3,4,5,5,4,3,4,3,3,4,,3,,2,,2,3,5,,3,5,3,4,3,4,3,2,4,4,4,5,5,5,,,5,4,5,5,1,,3,5
171,9.2.2021 8:21:19,woman,22,CS,5,5,5,5,2,5,3,2,2,3,3,2,4,1,,,5,2,3,4,2,4,4,3,2,5,1,5,4,4,5,,3,5,5,1,3,5,5,4,2,1,,1,2,1,1,1,1,4,5,1,3,2,1,2,1,3,4,5,4,5,5,,2,4,3,5,5,1,,3,4
172,9.2.2021 9:13:47,woman,17,SK,5,5,4,5,4,2,2,2,1,3,4,3,3,1,1,1,3,5,2,1,1,1,4,2,2,5,3,2,5,3,3,1,2,3,2,3,5,3,2,3,2,2,1,1,1,2,1,5,2,4,5,3,3,3,2,3,5,2,3,5,4,5,1,1,1,3,2,4,4,4,1,2,3
173,9.2.2021 12:47:49,woman,20,CS,3,5,5,5,5,5,5,5,5,5,5,5,5,5,,1,5,5,5,,,5,5,5,5,3,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,3,5,,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,2,5,5,5,5,5,,5,5
174,9.2.2021 17:52:08,man,56,CS,3,5,5,4,4,5,5,,5,2,4,1,4,,,,5,4,5,,,5,5,4,5,5,4,5,5,1,5,,5,5,5,4,5,5,5,5,,2,,1,,1,3,5,,5,5,3,5,2,1,3,1,1,2,5,5,5,5,,,5,5,5,5,1,,2,5
175,9.2.2021 18:28:04,woman,22,CS,4,5,4,4,3,5,4,3,2,3,4,3,4,3,,,5,3,5,3,,5,5,4,4,5,4,5,5,4,5,,5,5,5,4,5,5,5,4,4,4,,3,,3,4,3,,4,5,4,3,4,3,5,,4,5,4,5,5,5,,,4,4,5,5,3,,5,5
176,9.2.2021 21:48:34,woman,23,CS,4,5,5,5,5,5,5,3,5,3,5,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,,5,5,5,5,1,,3,5
177,9.2.2021 23:25:14,woman,24,CS,4,4,4,4,3,3,4,2,4,2,3,3,2,1,1,1,5,3,2,1,1,3,4,3,3,5,2,3,4,3,3,1,3,5,5,2,4,3,4,3,2,2,1,1,,2,2,4,1,3,5,3,3,2,2,2,1,2,2,4,5,5,5,,,5,5,5,3,2,,4,4
178,10.2.2021 7:56:17,woman,25,CS,2,5,5,5,5,5,4,3,4,5,5,5,5,1,1,2,5,5,5,1,1,2,3,2,3,5,4,3,4,3,4,1,3,4,5,5,4,3,3,3,2,2,1,3,1,2,1,3,2,3,5,2,2,2,3,2,2,4,5,3,4,5,5,1,1,4,3,5,2,3,1,2,4
179,11.2.2021 19:16:17,woman,21,CS,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,4,4,4,,4,4
180,3.2.2021 20:17:16,woman,23,CS,3,5,4,3,2,4,3,1,3,1,3,1,3,,,,5,2,3,4,3,,5,5,3,5,3,4,5,1,3,,3,5,5,4,5,4,5,4,3,3,2,2,,3,2,4,,4,5,3,4,3,3,4,2,3,2,5,4,5,3,,,3,3,5,3,1,,2,5
181,4.2.2021 11:23:14,woman,24,CS,5,5,5,5,5,5,4,5,3,5,5,5,4,2,2,1,5,5,5,2,1,5,5,5,4,5,5,5,5,2,5,2,5,5,5,5,5,5,5,4,2,3,2,3,1,1,3,5,1,3,5,4,4,4,3,5,1,4,3,5,4,5,5,,,5,2,5,4,2,,3,5
182,4.2.2021 11:26:12,woman,31,CS,3,5,5,5,3,5,4,1,5,2,5,1,3,,,,5,4,3,3,,2,3,3,4,5,4,4,4,1,5,1,4,4,4,4,4,4,5,4,3,1,2,2,2,1,2,5,,4,5,2,4,2,2,3,,4,5,4,5,5,5,,,5,5,5,5,2,,2,5
183,4.2.2021 11:26:20,woman,43,SK,5,5,5,5,3,5,5,2,5,3,5,3,4,3,,,5,5,4,,2,4,5,4,5,5,4,3,4,4,5,1,5,5,5,4,5,3,5,3,3,3,1,2,4,1,3,4,1,2,5,4,5,3,3,4,2,4,2,5,5,5,4,4,5,5,5,5,5,2,,,5
184,4.2.2021 11:35:59,man,29,CS,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,,5,5
185,4.2.2021 11:46:56,man,64,CS,2,4,4,1,3,4,4,,4,1,4,1,2,,2,,4,2,4,4,,4,4,3,4,4,4,4,3,1,3,,4,4,4,3,3,4,4,4,4,3,,4,,2,3,4,,4,4,4,3,2,2,3,4,4,3,4,4,4,4,,4,4,4,4,4,2,3,3,4
186,4.2.2021 11:57:23,man,33,CS,3,5,5,3,3,5,5,2,4,3,4,2,3,,,,5,5,4,,2,4,4,4,4,5,3,4,4,5,4,,4,5,5,3,4,4,4,4,3,3,,1,,1,4,4,1,4,5,2,4,4,2,3,,3,1,4,5,5,3,,,5,5,5,5,1,,2,5
187,4.2.2021 12:12:27,woman,49,CS,4,5,5,5,4,5,5,2,5,2,5,2,5,,,,5,4,2,,,4,5,4,4,4,3,5,4,1,5,,5,5,5,3,4,5,5,5,3,3,,1,,1,3,4,1,5,5,3,4,2,3,3,2,3,3,5,5,5,5,,,5,,5,4,1,1,3,5
188,4.2.2021 12:14:32,woman,24,CS,4,5,4,4,4,5,4,2,5,4,5,4,3,2,1,1,5,5,3,2,3,4,5,4,4,5,3,5,5,3,5,,5,5,5,2,4,5,5,5,4,1,2,1,4,1,2,5,2,5,5,4,3,3,3,1,2,2,4,5,5,5,4,2,2,5,4,5,4,2,,4,5
189,4.2.2021 12:32:12,man,29,CS,4,5,5,5,3,5,5,2,5,4,5,2,4,,3,,5,4,5,,,3,5,4,3,5,4,3,4,3,5,2,4,5,5,4,4,2,4,3,3,1,,4,3,1,3,4,3,3,5,5,3,2,2,2,1,2,5,5,5,5,5,,,5,5,5,5,1,,2,5
190,4.2.2021 12:39:43,man,29,CS,4,5,5,5,5,5,5,4,5,5,5,3,5,,,,5,5,5,,5,5,5,5,5,5,5,5,5,4,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,3,5,2,5,5,5,5,5,5,,,5,5,5,5,2,1,3,5
191,4.2.2021 12:53:48,man,26,CS,4,5,5,4,2,4,2,2,4,3,3,2,3,,1,,5,4,4,,,2,2,3,2,5,2,2,3,3,2,,2,5,5,2,3,2,3,3,2,2,1,2,,2,2,4,1,2,5,2,2,2,2,3,2,2,3,3,3,5,4,,1,5,2,4,1,1,1,2,4
192,4.2.2021 13:05:52,woman,35,CS,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,3,4,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,2,5,5
193,4.2.2021 13:37:00,man,19,CS,3,5,4,5,1,3,2,1,2,1,4,1,3,1,1,1,5,4,2,1,,2,4,4,4,5,2,2,4,2,2,,4,5,5,2,4,3,2,3,,1,,,,1,3,2,,2,4,2,3,3,2,1,1,2,4,4,4,5,5,,,,,4,3,1,1,2,5
194,4.2.2021 13:38:34,man,29,CS,4,5,5,3,3,4,5,2,5,3,5,2,3,3,4,,5,3,5,4,4,4,5,5,4,5,4,5,5,3,5,3,5,5,5,5,5,5,5,4,4,4,2,2,4,2,4,,2,5,5,4,4,3,3,5,,4,3,5,4,5,5,,3,4,4,5,5,3,2,3,5
195,4.2.2021 13:43:55,man,26,CS,4,5,5,5,4,5,5,3,5,3,5,1,4,3,5,4,5,5,3,5,,5,5,5,5,5,4,5,5,3,5,5,5,5,5,4,5,5,5,5,5,3,5,4,5,3,4,5,3,5,5,5,5,5,4,5,3,5,4,5,5,5,5,5,,5,,5,5,3,3,3,5
196,4.2.2021 13:50:32,woman,28,CS,3,5,5,5,4,5,5,3,5,4,4,3,2,,,,5,3,5,5,3,5,5,5,5,5,3,5,5,4,5,,5,5,5,3,5,5,5,4,,3,,5,,3,4,5,3,5,5,4,5,4,3,3,2,3,5,5,5,5,5,,,5,5,5,5,3,5,5,5
197,4.2.2021 13:50:48,woman,26,CS,4,5,5,5,5,5,5,4,5,4,5,4,4,4,4,2,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,3,4,5,4,5,,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,3,5,5,5,5,5,3,5,5
198,4.2.2021 13:51:06,woman,19,CS,5,5,5,4,4,5,5,5,5,5,5,4,3,3,,1,5,4,4,,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,3,5,3,4,5,5,,5,5,3,5,3,3,5,4,5,5,5,5,5,5,2,3,5,5,5,5,4,2,5,5
199,4.2.2021 14:28:23,man,22,CS,2,5,5,2,2,5,4,1,5,1,5,1,2,1,,,5,2,4,,,4,5,4,4,5,3,5,4,2,4,2,4,5,5,3,4,5,5,5,4,2,1,2,,2,3,4,,5,4,3,4,3,4,3,2,2,3,5,4,5,5,,,4,4,4,3,1,,2,5
200,4.2.2021 15:07:34,woman,19,CS,3,5,5,4,3,5,4,1,5,2,5,2,3,,,1,5,3,4,3,2,4,3,4,4,5,5,4,4,5,4,,3,5,5,5,4,4,4,4,2,2,,2,,2,2,5,,4,5,,4,3,1,2,4,3,2,5,5,5,5,2,2,5,4,5,3,1,,3,5
201,4.2.2021 15:22:07,man,24,CS,5,5,5,5,4,5,5,,5,3,5,3,3,,,,5,5,5,5,1,5,5,4,4,5,4,5,5,3,5,,5,5,5,4,5,5,5,5,1,2,,3,,4,2,5,,5,5,4,3,3,3,4,1,3,5,5,5,5,5,,,5,5,5,5,4,,5,5
202,4.2.2021 15:22:44,man,20,CS,5,5,5,5,3,5,4,3,5,3,4,2,3,3,3,3,5,4,4,4,3,4,5,4,4,5,4,5,5,2,4,2,4,4,5,4,5,5,5,5,4,4,3,4,3,1,4,5,3,,5,5,4,3,3,4,2,4,4,5,4,5,3,2,3,5,5,4,5,2,1,1,5
203,4.2.2021 17:31:45,man,31,CS,5,5,5,5,2,5,5,,5,2,4,1,5,,,1,5,2,5,,,5,2,5,5,5,4,5,5,3,1,,2,5,5,4,5,5,5,5,,4,,3,,2,3,5,1,5,5,3,5,2,3,4,3,5,2,5,5,5,5,,,5,,5,5,1,,1,5
204,4.2.2021 17:32:50,man,22,CS,3,1,1,3,3,1,1,3,1,4,2,3,3,3,5,5,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,3,5,3,5,3,4,1,4,1,1,3,1,3,3,4,1,4,1,1,1,1,1,5,5,1,1,1,1,1,5,1,1
205,4.2.2021 17:45:17,woman,24,CS,3,5,5,3,4,5,4,2,5,3,5,2,3,,,1,5,4,4,5,4,5,5,5,5,5,5,5,5,2,5,,5,5,5,5,5,5,5,5,4,4,,2,,1,4,5,2,5,5,5,5,2,2,5,1,4,2,5,5,5,5,,5,5,5,5,5,1,,2,5
206,4.2.2021 17:55:47,woman,58,CS,4,,4,4,4,4,5,4,5,3,5,2,3,,,,5,5,5,2,,3,4,4,2,5,4,5,3,2,3,,2,5,5,4,,5,5,5,,1,,,,,1,,,5,5,4,,2,1,2,4,2,4,3,5,5,5,,,5,5,5,5,4,,5,5
207,4.2.2021 17:56:06,woman,80,CS,5,5,5,5,2,4,5,1,5,1,5,1,5,1,1,1,5,5,1,5,,1,5,5,2,5,3,2,5,1,2,,2,5,2,5,5,2,2,1,1,5,,1,,3,3,4,,1,5,2,2,1,1,5,1,5,2,4,4,5,4,1,,1,1,5,1,1,,,1
208,4.2.2021 17:56:35,woman,55,CS,3,5,5,3,2,5,5,2,5,2,5,1,3,,,1,5,4,3,4,,5,5,5,5,5,5,5,5,3,2,1,5,5,5,5,5,5,5,5,,4,1,4,4,2,5,5,1,5,5,5,4,1,1,5,1,5,3,5,5,5,5,,,5,5,5,5,1,,2,5
209,4.2.2021 18:00:55,man,56,CS,1,3,3,1,3,3,3,1,3,1,3,1,3,,,1,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,1,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,2,,3,3
210,4.2.2021 18:45:40,man,34,SK,3,5,4,4,3,3,4,3,4,3,4,2,3,4,3,4,4,4,4,4,4,3,5,4,4,4,3,4,4,4,4,4,4,4,5,3,5,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,5,3,5,4,4,4,4,4,5,4,3,3,4,3
211,4.2.2021 19:05:28,man,21,CS,5,5,5,5,3,5,5,2,5,2,5,3,5,2,4,1,5,5,5,5,3,4,5,5,5,5,5,4,5,3,4,3,4,5,4,5,5,4,4,4,5,5,3,1,2,1,4,5,3,4,5,5,5,3,3,5,3,5,1,5,5,5,5,,4,5,5,5,3,1,,2,4
212,4.2.2021 20:51:13,man,51,SK,4,5,5,5,3,5,5,1,5,1,4,1,4,1,3,3,5,5,5,4,4,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,3,4,3,4,2,4,5,1,5,5,4,5,1,1,5,1,5,3,5,5,5,4,5,1,5,5,5,4,1,2,3,5
213,4.2.2021 20:54:21,woman,26,CS,3,5,5,5,2,5,5,2,5,4,5,4,5,3,2,1,5,5,5,5,,4,5,5,5,4,3,5,4,2,4,,4,5,5,3,3,3,5,5,,3,,5,,5,3,4,,5,5,5,4,4,2,4,,4,5,5,5,5,5,5,,5,5,5,5,2,,5,5
214,4.2.2021 22:28:23,man,22,CS,5,5,5,5,2,5,5,1,5,1,4,1,4,,,,5,5,3,,,4,5,4,4,5,3,3,4,1,2,,1,5,4,3,3,3,4,4,,2,,2,,1,4,4,,4,5,2,3,3,3,2,1,4,2,5,4,5,3,,,,,4,4,1,,2,
215,5.2.2021 5:42:44,man,49,CS,4,5,5,3,2,4,3,2,5,2,4,1,3,2,3,4,5,3,3,4,,3,3,4,4,4,5,3,3,1,3,2,3,4,4,5,5,3,3,3,3,4,2,2,3,1,4,4,1,3,5,2,4,2,2,4,2,5,3,4,5,5,3,5,,3,4,4,3,1,1,2,3
216,5.2.2021 9:09:46,man,26,SK,4,5,4,4,2,2,3,1,2,2,1,2,3,,,,5,3,2,,1,1,2,2,4,4,3,1,3,5,2,,1,5,4,2,4,1,1,1,1,1,,1,,1,1,1,,3,5,1,1,1,1,1,,2,3,3,1,5,4,,3,3,1,4,2,1,,1,4
217,5.2.2021 10:01:33,man,48,CS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,,4,4,4,4,4,4,,4,4
218,5.2.2021 10:50:34,man,29,CS,2,2,1,2,2,2,2,4,1,3,2,3,3,5,2,4,1,2,2,1,3,3,2,2,3,2,3,3,3,4,2,2,2,3,2,2,2,2,2,3,3,3,3,2,3,5,3,2,3,3,1,3,3,4,4,3,4,3,4,2,1,1,,3,2,1,2,1,1,3,4,4,3
219,5.2.2021 11:54:58,woman,31,CS,3,4,5,4,3,5,5,3,5,3,3,2,4,3,3,1,5,4,3,5,5,4,4,4,4,,5,4,4,5,5,2,5,5,4,4,5,4,5,5,3,4,3,4,4,2,4,4,3,4,5,5,5,3,3,4,1,4,4,4,5,5,5,3,3,5,5,5,5,2,,3,5
220,5.2.2021 12:36:46,woman,58,CS,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
221,5.2.2021 14:16:09,woman,25,SK,5,5,5,5,5,5,5,5,,5,5,3,5,5,,1,5,5,5,,4,4,5,5,5,5,4,4,5,5,5,,5,5,5,4,5,4,5,5,4,4,2,5,,2,4,5,3,4,5,4,4,5,3,4,1,4,4,5,,5,5,,,5,5,5,5,1,1,,5
222,5.2.2021 19:36:49,woman,20,CS,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5
223,8.2.2021 9:06:07,man,26,CS,4,4,4,5,3,3,2,1,,3,5,3,4,,,,4,3,2,,,1,1,1,1,3,1,1,1,5,1,,1,1,3,3,1,1,1,1,,1,,3,,1,1,1,,1,1,1,1,1,1,1,,1,1,1,5,5,5,,,5,4,5,5,4,,1,5
224,8.2.2021 9:23:21,man,30,CS,3,5,5,4,3,5,5,2,5,3,4,2,4,,,1,5,4,5,5,,4,5,5,5,5,4,5,5,3,5,,4,5,5,5,5,5,5,5,4,4,,4,,4,4,5,,5,5,5,5,4,4,3,,4,5,5,5,5,5,,,5,4,5,5,3,,4,5
225,8.2.2021 9:48:23,woman,54,CS,5,5,5,4,3,5,3,1,5,3,2,1,3,1,2,1,5,4,3,5,2,2,2,2,3,5,3,5,2,2,3,3,3,3,4,3,3,3,4,3,2,1,3,3,3,2,2,2,3,3,5,2,2,2,4,2,5,4,3,5,5,5,5,3,2,5,5,5,4,3,1,5,5
226,8.2.2021 11:38:00,man,27,SK,2,5,5,,3,4,4,3,,2,4,2,3,,,,5,4,4,,4,5,5,5,5,4,5,5,5,1,5,3,5,5,5,3,4,5,5,5,4,4,,4,5,1,3,5,,,5,4,4,5,,,2,3,5,5,5,5,5,,4,4,,4,4,1,,,4
227,8.2.2021 15:41:58,woman,38,CS,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,1,5,,5,5,5,5,5,5,5,5,5,5,,5,,3,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,,5,5,5,5,1,,3,5
228,3.2.2021 16:19:33,man,30,CS,3,5,5,4,3,5,4,2,5,2,5,1,4,,,1,5,3,3,,,4,3,4,5,5,2,4,4,1,2,,3,5,5,2,3,4,4,4,2,2,,3,,1,2,5,,3,5,2,4,1,1,2,1,2,3,4,5,5,5,5,,5,5,5,3,1,,3,5
229,3.2.2021 16:37:47,man,29,CS,3,5,5,5,4,5,5,1,5,2,5,2,4,2.0,4,1,5,4,3,4,3.0,5,5,4,5,5,4,5,5,3,5,4,5,5,5,3,5,5,5,5,4,2,4,3,4,2,4,5,1,5,5,5,5,3,3,5,2,3,4,5,5,5,5,4,,5,5,5,5,4,1,3,4
230,3.2.2021 17:11:56,man,28,CS,5,5,4,5,3,5,5,2,4,5,5,3,5,2.0,2,1,5,3,5,4,,2,4,4,4,5,1,5,2,5,5,,4,5,5,1,2,5,5,2,3,2,4,2,4,2,2,3,,5,5,1,4,4,4,1,1,1,5,3,5,5,5,2,3,4,2,5,5,2,,4,4
231,4.2.2021 11:00:29,woman,42,CS,4,5,5,5,4,5,5,5,5,4,5,3,4,4.0,,,5,5,5,,,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,3,5,5,1,5,5,5,5,3,3,5,4,5,5,5,5,5,5,,5,5,5,5,5,3,,5,5
232,4.2.2021 11:02:06,woman,35,CS,4,5,5,5,3,5,4,2,5,2,5,3,4,2.0,3,,5,4,4,5,4.0,5,5,5,5,5,4,5,5,1,4,3,4,5,5,4,5,5,5,5,5,4,5,5,4,3,5,5,1,5,5,5,5,2,2,5,3,4,4,5,5,5,3,5,4,5,5,5,4,1,,2,5
233,4.2.2021 11:11:39,man,35,CS,2,5,5,3,4,5,5,,5,4,4,1,3,,,,5,4,3,5,,5,5,5,5,5,4,5,5,3,5,,5,5,5,4,4,5,5,5,4,3,,3,,2,3,5,,5,5,4,5,3,2,4,,3,3,5,5,5,5,,5,5,4,5,3,1,,2,5
234,4.2.2021 11:25:33,man,37,CS,4,5,5,4,4,5,4,2,5,2,4,2,5,,,,5,5,4,5,,5,5,5,5,5,5,5,5,1,5,,5,5,5,5,5,5,5,5,5,4,,,,2,5,5,,5,5,5,5,4,4,5,3,5,3,5,5,5,5,,,5,5,5,4,3,,4,5
235,4.2.2021 12:17:55,man,39,CS,4,5,5,4,4,5,5,1,5,4,5,2,3,2.0,,,5,4,5,,,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,,4,,2,5,5,,5,5,5,5,2,2,5,4,5,3,5,5,5,5,,5,5,5,5,5,2,,1,5
236,4.2.2021 13:34:45,man,38,CS,2,4,5,3,1,4,2,1,3,1,4,1,2,,,,5,2,2,,2.0,4,4,4,3,4,3,4,4,1,4,1,4,4,3,3,4,4,4,4,3,2,,3,3,1,4,4,,4,5,4,4,3,2,3,1,3,1,5,5,5,4,,,5,5,5,2,1,,3,5
237,4.2.2021 17:08:03,man,26,CS,4,5,5,4,4,5,5,1,5,4,5,1,4,,,1,5,5,3,,,4,5,5,5,5,4,5,5,1,5,,5,5,5,4,5,5,5,4,,4,,3,,,5,5,,4,5,4,5,1,1,5,1,4,4,5,4,5,,,,4,,5,,3,,5,5
238,4.2.2021 17:58:54,man,34,CS,3,5,5,4,2,5,4,1,4,1,4,1,3,,,,5,4,4,5,,3,4,3,3,4,3,4,4,1,3,,3,3,4,3,4,4,4,3,3,2,2,2,3,2,2,4,,4,4,2,3,2,2,3,,2,2,4,4,5,5,,,5,4,5,4,1,,1,5
